"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene.ID","Gene.Name"
"ENSMUSG00000038015",1.52039132381998,-4.0911215514886,3.87280681292001,-1.0563711925522,0.290798661859962,NA,"ENSMUSG00000038015","Prm2"
"ENSMUSG00000038020",74.2628910252584,-0.129419857546877,0.401989562988295,-0.321948302798712,0.7474918593237,0.975019767020469,"ENSMUSG00000038020","Rapgefl1"
"ENSMUSG00000038022",6.23786887126301,2.68516390358295,1.65531263685005,1.62214909969674,0.104771427235787,0.621627547724696,"ENSMUSG00000038022","Mindy4"
"ENSMUSG00000038023",821.37578192542,-0.314506418251117,0.230356319141355,-1.36530406208706,0.172157502803577,0.732873671313288,"ENSMUSG00000038023","Atp6v0a2"
"ENSMUSG00000038024",889.9599276045,-0.102527436306763,0.192250289928368,-0.53330185533122,0.593824643560937,0.944207329901416,"ENSMUSG00000038024","Dennd4c"
"ENSMUSG00000038025",136.416720605447,-0.116239738362368,0.370427977265306,-0.313798485796107,0.75367409450218,0.976019784740975,"ENSMUSG00000038025","Phf2"
"ENSMUSG00000038026",3.81140986949729,-0.0518786968167436,2.03016448984148,-0.0255539376618663,0.979613126480097,NA,"ENSMUSG00000038026","Kcnj9"
"ENSMUSG00000038028",67.5422596949969,-0.176309758046115,0.474579816596374,-0.371507071899068,0.710259889637151,0.96899923799622,"ENSMUSG00000038028","Tigar"
"ENSMUSG00000038034",55.0873264389831,0.928717776210123,0.469377467709905,1.97861601823654,0.0478592547903795,0.443441845984729,"ENSMUSG00000038034","Igsf8"
"ENSMUSG00000038037",5.53041571706134,-0.209008862259069,1.62553637297588,-0.128578397711541,0.897691260527222,0.990827461597585,"ENSMUSG00000038037","Socs1"
"ENSMUSG00000038039",913.585825744206,-0.0896028371393132,0.203239529955775,-0.440873077982472,0.659304884859743,0.956006003098817,"ENSMUSG00000038039","Gcc2"
"ENSMUSG00000038042",3.774061936284,2.57719456361608,2.06852241928687,1.24591086835045,0.212797119572957,NA,"ENSMUSG00000038042","Ptpdc1"
"ENSMUSG00000038044",3.84844465960161,-0.916217062876931,2.0809572579887,-0.44028634387353,0.659729730178213,NA,"ENSMUSG00000038044","Cct8l1"
"ENSMUSG00000038045",7.14243401957736,1.90517501126396,1.44970317839493,1.31418282008136,0.188784688491655,0.750144729258636,"ENSMUSG00000038045","Sult6b1"
"ENSMUSG00000038046",6.42699216689053,-0.672639978500187,1.25249789163038,-0.537038810999202,0.591240805596159,0.943904168643718,"ENSMUSG00000038046","Mrm3"
"ENSMUSG00000038047",49.3974969895299,-0.304132463044019,0.549131714536504,-0.553842466193604,0.57968666262829,0.942334189951563,"ENSMUSG00000038047","Haus6"
"ENSMUSG00000038048",3.6860897373837,1.35546420106424,2.0753687884811,0.653119680987522,0.51367912517974,NA,"ENSMUSG00000038048","Cntnap5c"
"ENSMUSG00000038055",14.3547069129346,0.3163530715797,0.997395351564604,0.317179211917762,0.751107622672048,0.975494814280898,"ENSMUSG00000038055","Dexi"
"ENSMUSG00000038056",1462.45090116459,-0.119855783845919,0.175050744811395,-0.684691653126384,0.493538517262618,0.919017205037352,"ENSMUSG00000038056","Kmt2c"
"ENSMUSG00000038058",15.0114663639709,-0.500345549944196,0.962326667279816,-0.519933165063907,0.603110158853021,0.947692843314313,"ENSMUSG00000038058","Nod1"
"ENSMUSG00000038059",71.9494177086224,-0.323999062137243,0.467160291941491,-0.693550089179716,0.487964403300025,0.918567785691546,"ENSMUSG00000038059","Smim3"
"ENSMUSG00000038060",6.03545771742311,0.31950666866871,1.65535938646022,0.193013475673059,0.846948414469178,0.984533088831823,"ENSMUSG00000038060","Dlec1"
"ENSMUSG00000038065",7.94246023954083,-0.436520152398756,1.1844286358327,-0.36854913769614,0.712463812856691,0.969433353915928,"ENSMUSG00000038065","Mturn"
"ENSMUSG00000038067",1.95673513330274,0.233323112406267,2.7465523320387,0.0849512713391763,0.932300130437039,NA,"ENSMUSG00000038067","Csf3"
"ENSMUSG00000038068",5.5956768661319,1.47837430859037,1.62711050840998,0.908588753467668,0.363567245311687,0.87640187115631,"ENSMUSG00000038068","Rnf144b"
"ENSMUSG00000038069",82.9801812069223,0.383428719242222,0.415797962026806,0.922151511693804,0.356449551031279,0.871968523041185,"ENSMUSG00000038069","Cdkn2aip"
"ENSMUSG00000038070",5.27065485248372,-0.959763362264091,1.37110587892094,-0.699992157439674,0.483932202200209,0.917741905478724,"ENSMUSG00000038070","Cntln"
"ENSMUSG00000038072",104.653103373371,0.109412078844051,0.353088382139171,0.309871647945998,0.756658563964778,0.977364641085176,"ENSMUSG00000038072","Galnt11"
"ENSMUSG00000038074",24.9247883840621,-1.26091132447288,0.833408608979376,-1.5129569227957,0.130290601316498,0.676796384127366,"ENSMUSG00000038074","Fkbp14"
"ENSMUSG00000038079",1.94844367756209,3.31443587275073,2.75504780982661,1.20304114539461,0.22896039871705,NA,"ENSMUSG00000038079","Tmem237"
"ENSMUSG00000038080",100.516087066944,-0.244058248007168,0.343556499665894,-0.71038751484694,0.477463863313667,0.916425489906891,"ENSMUSG00000038080","Kdm1b"
"ENSMUSG00000038084",437.681086424887,-0.137310379283565,0.209738049218935,-0.654675581254378,0.512676650260697,0.923547625665529,"ENSMUSG00000038084","Opa1"
"ENSMUSG00000038085",2.63183465220961,-1.45222287348717,2.29768612863266,-0.632037098274765,0.527362635981967,NA,"ENSMUSG00000038085","Cnbd2"
"ENSMUSG00000038094",2.00868909122336,-1.24261510439298,3.15456187020038,-0.393910519280461,0.69364710372928,NA,"ENSMUSG00000038094","Atp13a4"
"ENSMUSG00000038095",1055.97971104549,-0.00521554836530567,0.164746236663093,-0.031658072869801,0.974744731115945,0.994256175978169,"ENSMUSG00000038095","Sbno1"
"ENSMUSG00000038102",295.259214442543,-0.0183608568514062,0.247708631348875,-0.0741227980285701,0.940912674953923,0.9936526729113,"ENSMUSG00000038102","Trappc11"
"ENSMUSG00000038112",3.51382945024403,0.111626857793461,1.72450054576276,0.0647299637380442,0.948389005230719,NA,"ENSMUSG00000038112","AW551984"
"ENSMUSG00000038116",41.2293253453238,-0.130110108621016,0.630762367809106,-0.206274367751109,0.836576599553448,0.983242432578434,"ENSMUSG00000038116","Phf20"
"ENSMUSG00000038119",25.1972803116296,-1.75954243692085,0.99227766824549,-1.77323595323072,0.0761896167966835,0.541796751588458,"ENSMUSG00000038119","Cdon"
"ENSMUSG00000038121",162.435977490169,0.185938642291397,0.269004818087061,0.691209338232816,0.489433996297357,0.91878202174401,"ENSMUSG00000038121","Fam210a"
"ENSMUSG00000038122",129.329060844694,-0.41156975935748,0.331525525292153,-1.24144214535152,0.214442458110046,0.778523929795396,"ENSMUSG00000038122","Tbc1d32"
"ENSMUSG00000038126",25.2516806427065,-0.274182174923915,0.767378928940615,-0.357296981430582,0.720869489525457,0.971053916370355,"ENSMUSG00000038126","Mphosph9"
"ENSMUSG00000038127",349.828136508756,-0.127362670687098,0.224642385518945,-0.566957435004434,0.570743100893564,0.940651889095629,"ENSMUSG00000038127","Ccdc50"
"ENSMUSG00000038128",8.38359335983587,-4.10801610148609,1.37910550111406,-2.97875405338285,0.00289422987604015,0.09143027013754,"ENSMUSG00000038128","Camk4"
"ENSMUSG00000038132",2.89416031711395,-0.0293643676057999,2.50775481226184,-0.0117094252844101,0.990657443844159,NA,"ENSMUSG00000038132","Rbm24"
"ENSMUSG00000038141",129.937416018949,0.372075446432347,0.304747533072939,1.22093013413596,0.222112473807126,0.787368462332212,"ENSMUSG00000038141","Tmem181a"
"ENSMUSG00000038143",37.1933941881176,0.928922068264335,0.567726135649514,1.63621508670125,0.101794580041479,0.615013524475008,"ENSMUSG00000038143","Stox2"
"ENSMUSG00000038145",468.376075291461,-0.0737927042692215,0.270614196190918,-0.272686005789441,0.785094592939104,0.980388620275529,"ENSMUSG00000038145","Snrk"
"ENSMUSG00000038146",20.7171594127912,1.26087471272742,0.76762313192246,1.64256998036216,0.100471936100432,0.612252154992493,"ENSMUSG00000038146","Notch3"
"ENSMUSG00000038147",15.1236354592417,-0.96248241016189,0.886218288667316,-1.08605568455291,0.277454356876005,0.831983738499472,"ENSMUSG00000038147","Cd84"
"ENSMUSG00000038150",30.0434157252797,0.712563806816517,0.637106093220598,1.11843822308225,0.263379877176564,0.821165909683818,"ENSMUSG00000038150","Ormdl3"
"ENSMUSG00000038151",320.927257128728,0.117931400572095,0.36327864511985,0.324630699206633,0.745460589949337,0.974930164478421,"ENSMUSG00000038151","Prdm1"
"ENSMUSG00000038152",6.8268405084588,1.41040982471095,1.21489856739487,1.16092804993203,0.245671160642079,0.804734228576455,"ENSMUSG00000038152","5033430I15Rik"
"ENSMUSG00000038155",11.9167493363886,-0.441629337261659,1.05541266363466,-0.418442333011966,0.675623740755031,0.95875585359231,"ENSMUSG00000038155","Gstp2"
"ENSMUSG00000038156",99.7882466311538,1.2991149114418,0.43641849698629,2.97676409321077,0.00291308067502739,0.091568379262239,"ENSMUSG00000038156","Spon1"
"ENSMUSG00000038160",160.358765509533,0.262501926409525,0.291470439910672,0.900612516624243,0.367794377265395,0.879829709279466,"ENSMUSG00000038160","Atg5"
"ENSMUSG00000038165",2.00278227818695,1.95555657147331,3.16213080829229,0.618430004965357,0.536291924112337,NA,"ENSMUSG00000038165","1700022A21Rik"
"ENSMUSG00000038167",180.742189333099,-0.0728756450483813,0.414123279430894,-0.175975726717247,0.860313012115525,0.986029102102247,"ENSMUSG00000038167","Plekhg6"
"ENSMUSG00000038168",1.78415780457107,-4.33477083871113,3.19215353097266,-1.35794559899828,0.174480946822968,NA,"ENSMUSG00000038168","P3h2"
"ENSMUSG00000038170",396.3330360802,0.214104207371831,0.223928464248847,0.956127699486661,0.339007721965708,0.859942575595697,"ENSMUSG00000038170","Pde4dip"
