"Gene.Name","Gene.ID.x","log2FoldChange","padj","Gene.ID.y","atlas_log2FC","direction_R","direction_ATLAS","match"
"Ddrgk1","ENSMUSG00000068290",-0.143202082759312,0.977789657841989,"ENSMUSG00000068290",-0.1,"Down","Down",TRUE
"Ddx1","ENSMUSG00000037149",-0.0885225805508779,0.956221533635336,"ENSMUSG00000037149",-0.1,"Down","Down",TRUE
"Ddx10","ENSMUSG00000053289",-0.111804106387228,0.977789657841989,"ENSMUSG00000053289",-0.1,"Down","Down",TRUE
"Ddx11","ENSMUSG00000035842",-1.23621240282391,0.797056739737199,"ENSMUSG00000035842",-0.5,"Down","Down",TRUE
"Ddx17","ENSMUSG00000055065",-0.0739739004044501,0.956392473391604,"ENSMUSG00000055065",-0.1,"Down","Down",TRUE
"Ddx19a","ENSMUSG00000015023",-0.198332814473115,0.971108796644868,"ENSMUSG00000015023",-0.2,"Down","Down",TRUE
"Ddx19b","ENSMUSG00000033658",-0.43473898222245,0.769745605609936,"ENSMUSG00000033658",-0.4,"Down","Down",TRUE
"Ddx20","ENSMUSG00000027905",-0.185123261884374,0.980388620275529,"ENSMUSG00000027905",-0.2,"Down","Down",TRUE
"Ddx23","ENSMUSG00000003360",0.0994093195622414,0.977789657841989,"ENSMUSG00000003360",0.1,"Up","Up",TRUE
"Ddx24","ENSMUSG00000041645",0.130795824279118,0.948265087899893,"ENSMUSG00000041645",0.1,"Up","Up",TRUE
"Ddx27","ENSMUSG00000017999",0.289525214547684,0.914213968963042,"ENSMUSG00000017999",0.2,"Up","Up",TRUE
"Ddx31","ENSMUSG00000026806",0.509256188651614,0.935653151408276,"ENSMUSG00000026806",0.3,"Up","Up",TRUE
"Ddx39a","ENSMUSG00000005481",0.304700675126546,0.920908961062198,"ENSMUSG00000005481",0.2,"Up","Up",TRUE
"Ddx39b","ENSMUSG00000019432",-0.412363719811917,0.767778774800604,"ENSMUSG00000019432",-0.4,"Down","Down",TRUE
"Ddx3y","ENSMUSG00000069045",-0.0145448114806073,NA,"ENSMUSG00000069045",-0.1,"Down","Down",TRUE
"Ddx41","ENSMUSG00000021494",0.251327981467182,0.941023963531467,"ENSMUSG00000021494",0.2,"Up","Up",TRUE
"Ddx42","ENSMUSG00000020705",-0.0667789024612699,0.980388620275529,"ENSMUSG00000020705",-0.1,"Down","Down",TRUE
"Ddx46","ENSMUSG00000021500",0.12218470875466,0.947909665227538,"ENSMUSG00000021500",0.1,"Up","Up",TRUE
"Ddx47","ENSMUSG00000030204",-0.173462377575307,0.941023963531467,"ENSMUSG00000030204",-0.2,"Down","Down",TRUE
"Ddx49","ENSMUSG00000057788",-0.379664649602194,0.902546146096308,"ENSMUSG00000057788",-0.3,"Down","Down",TRUE
"Ddx5","ENSMUSG00000020719",-0.210555073504194,0.829362534259523,"ENSMUSG00000020719",-0.2,"Down","Down",TRUE
"Ddx50","ENSMUSG00000020076",-0.119053632725042,0.953308790824844,"ENSMUSG00000020076",-0.1,"Down","Down",TRUE
"Ddx52","ENSMUSG00000020677",-0.322849697934067,0.872664660577062,"ENSMUSG00000020677",-0.3,"Down","Down",TRUE
"Ddx54","ENSMUSG00000029599",0.336817892660697,0.90343473106225,"ENSMUSG00000029599",0.2,"Up","Up",TRUE
"Ddx55","ENSMUSG00000029389",0.221498828662111,0.949868787844399,"ENSMUSG00000029389",0.2,"Up","Up",TRUE
"Ddx56","ENSMUSG00000004393",-0.696940789797643,0.779524367378592,"ENSMUSG00000004393",-0.5,"Down","Down",TRUE
"Ddx58","ENSMUSG00000040296",-0.39006925897164,0.805354071393071,"ENSMUSG00000040296",-0.3,"Down","Down",TRUE
"Ddx6","ENSMUSG00000032097",-0.0864642014771085,0.943898283213427,"ENSMUSG00000032097",-0.1,"Down","Down",TRUE
"Ddx60","ENSMUSG00000037921",-0.716145076127662,0.837611775214489,"ENSMUSG00000037921",-0.5,"Down","Down",TRUE
"Deaf1","ENSMUSG00000058886",-0.785042872097023,0.684494435431677,"ENSMUSG00000058886",-0.5,"Down","Down",TRUE
"Decr1","ENSMUSG00000028223",0.183966881885672,0.936465071481119,"ENSMUSG00000028223",0.1,"Up","Up",TRUE
"Decr2","ENSMUSG00000036775",-0.121941008595287,0.971618534563176,"ENSMUSG00000036775",-0.1,"Down","Down",TRUE
"Dedd","ENSMUSG00000013973",-0.40494265815674,0.911541884848868,"ENSMUSG00000013973",-0.3,"Down","Down",TRUE
"Def8","ENSMUSG00000001482",-0.66592304228583,0.882643781843554,"ENSMUSG00000001482",-0.4,"Down","Down",TRUE
"Degs1","ENSMUSG00000038633",0.939805018233091,0.153395269320137,"ENSMUSG00000038633",0.8,"Up","Up",TRUE
"Degs2","ENSMUSG00000021263",0.168947192965827,0.90314816502642,"ENSMUSG00000021263",0.2,"Up","Up",TRUE
"Dek","ENSMUSG00000021377",-0.304228994666299,0.905138865468701,"ENSMUSG00000021377",-0.3,"Down","Down",TRUE
"Dele1","ENSMUSG00000024442",0.561057315757232,0.833460209480888,"ENSMUSG00000024442",0.4,"Up","Up",TRUE
"Denn2b","ENSMUSG00000031024",-0.469890867130139,0.711874725472855,"ENSMUSG00000031024",-0.4,"Down","Down",TRUE
"Dennd10","ENSMUSG00000024993",0.190740336848101,0.930426672958826,"ENSMUSG00000024993",0.2,"Up","Up",TRUE
"Dennd11","ENSMUSG00000037172",-0.271187654705508,0.921316702872615,"ENSMUSG00000037172",-0.2,"Down","Down",TRUE
"Dennd1a","ENSMUSG00000035392",0.351473184571433,0.885383923031849,"ENSMUSG00000035392",0.3,"Up","Up",TRUE
"Dennd1b","ENSMUSG00000056268",-0.218723315677839,0.857043062364225,"ENSMUSG00000056268",-0.2,"Down","Down",TRUE
"Dennd1c","ENSMUSG00000002668",-0.752661790975814,0.525687181236718,"ENSMUSG00000002668",-0.6,"Down","Down",TRUE
"Dennd2d","ENSMUSG00000027901",-0.0905439168920483,0.967567452728598,"ENSMUSG00000027901",-0.1,"Down","Down",TRUE
"Dennd3","ENSMUSG00000036661",0.516405434424864,0.901121019177408,"ENSMUSG00000036661",0.3,"Up","Up",TRUE
"Dennd4a","ENSMUSG00000053641",-0.145248082143754,0.969433353915928,"ENSMUSG00000053641",-0.1,"Down","Down",TRUE
"Dennd4c","ENSMUSG00000038024",-0.102527436306763,0.944207329901416,"ENSMUSG00000038024",-0.1,"Down","Down",TRUE
"Dennd6a","ENSMUSG00000040818",0.330630176719447,0.710033287097766,"ENSMUSG00000040818",0.3,"Up","Up",TRUE
"Dennd6b","ENSMUSG00000015377",-1.04922449082696,0.751316823615329,"ENSMUSG00000015377",-0.6,"Down","Down",TRUE
"Denr","ENSMUSG00000023106",0.314589272939617,0.905266849047873,"ENSMUSG00000023106",0.3,"Up","Up",TRUE
"Depdc5","ENSMUSG00000037426",-0.312504223271325,0.868372871650473,"ENSMUSG00000037426",-0.3,"Down","Down",TRUE
"Deptor","ENSMUSG00000022419",-0.546072531482902,0.587759212910738,"ENSMUSG00000022419",-0.5,"Down","Down",TRUE
"Dera","ENSMUSG00000030225",0.512265262924795,0.575040593286003,"ENSMUSG00000030225",0.5,"Up","Up",TRUE
"Derl2","ENSMUSG00000018442",-0.537674802078747,0.650416797403453,"ENSMUSG00000018442",-0.5,"Down","Down",TRUE
"Des","ENSMUSG00000026208",-1.84456594021064,0.0358718657723576,"ENSMUSG00000026208",-1,"Down","Down",TRUE
"Desi1","ENSMUSG00000022472",0.194631874086292,0.957838904891184,"ENSMUSG00000022472",0.1,"Up","Up",TRUE
"Desi2","ENSMUSG00000026502",0.346394431106916,0.750144729258636,"ENSMUSG00000026502",0.3,"Up","Up",TRUE
"Det1","ENSMUSG00000030610",-0.390354824274685,0.948804476415809,"ENSMUSG00000030610",-0.2,"Down","Down",TRUE
"Dffa","ENSMUSG00000028974",0.620024188761933,0.718006003481872,"ENSMUSG00000028974",0.5,"Up","Up",TRUE
"Dffb","ENSMUSG00000029027",0.572103288528173,0.923319877356822,"ENSMUSG00000029027",0.3,"Up","Up",TRUE
"Dgat1","ENSMUSG00000022555",-0.768835913493295,0.310839049664774,"ENSMUSG00000022555",-0.7,"Down","Down",TRUE
"Dgat2","ENSMUSG00000030747",0.904447898739657,0.0118580844396037,"ENSMUSG00000030747",0.9,"Up","Up",TRUE
"Dgcr2","ENSMUSG00000003166",-0.098391980549973,0.978902051644981,"ENSMUSG00000003166",-0.1,"Down","Down",TRUE
"Dgcr6","ENSMUSG00000003531",-0.0778622577379901,0.992809839872365,"ENSMUSG00000003531",-0.1,"Down","Down",TRUE
"Dgcr8","ENSMUSG00000022718",-0.402060413458612,0.859942575595697,"ENSMUSG00000022718",-0.4,"Down","Down",TRUE
"Dgkd","ENSMUSG00000070738",0.368872925020615,0.554171484544196,"ENSMUSG00000070738",0.3,"Up","Up",TRUE
"Dgke","ENSMUSG00000000276",0.445870434028867,0.839667642851373,"ENSMUSG00000000276",0.3,"Up","Up",TRUE
"Dgkh","ENSMUSG00000034731",-0.881509316167186,0.00261804343446198,"ENSMUSG00000034731",-0.8,"Down","Down",TRUE
"Dgkq","ENSMUSG00000004815",-0.422335534573894,0.750144729258636,"ENSMUSG00000004815",-0.4,"Down","Down",TRUE
"Dgkz","ENSMUSG00000040479",0.538807760034175,0.525226904946245,"ENSMUSG00000040479",0.5,"Up","Up",TRUE
"Dglucy","ENSMUSG00000021185",0.208882374773371,0.965320436596534,"ENSMUSG00000021185",0.1,"Up","Up",TRUE
"Dguok","ENSMUSG00000014554",-0.289836839962217,0.946270772876934,"ENSMUSG00000014554",-0.2,"Down","Down",TRUE
"Dhcr7","ENSMUSG00000058454",-0.402822748678253,0.653809955829079,"ENSMUSG00000058454",-0.4,"Down","Down",TRUE
"Dhdds","ENSMUSG00000012117",-0.109244007120507,0.980388620275529,"ENSMUSG00000012117",-0.1,"Down","Down",TRUE
"Dhfr","ENSMUSG00000021707",-0.598125580710882,0.867941554861643,"ENSMUSG00000021707",-0.4,"Down","Down",TRUE
"Dhrs1","ENSMUSG00000002332",-0.403116540490253,0.898809480670122,"ENSMUSG00000002332",-0.3,"Down","Down",TRUE
"Dhrs11","ENSMUSG00000034449",-0.953088675193537,0.0324913404783436,"ENSMUSG00000034449",-0.8,"Down","Down",TRUE
"Dhrs3","ENSMUSG00000066026",-0.623608705241858,0.635550864305196,"ENSMUSG00000066026",-0.5,"Down","Down",TRUE
"Dhrs4","ENSMUSG00000022210",-0.202141119835464,0.947909665227538,"ENSMUSG00000022210",-0.1,"Down","Down",TRUE
"Dhrs7","ENSMUSG00000021094",0.335398824851078,0.949853071923383,"ENSMUSG00000021094",0.2,"Up","Up",TRUE
"Dhrs7b","ENSMUSG00000042569",-0.108910251123334,0.977789657841989,"ENSMUSG00000042569",-0.1,"Down","Down",TRUE
"Dhrs9","ENSMUSG00000027068",0.574765888443754,0.564506272357187,"ENSMUSG00000027068",0.7,"Up","Up",TRUE
"Dhx15","ENSMUSG00000029169",0.18351561147845,0.888073296435024,"ENSMUSG00000029169",0.2,"Up","Up",TRUE
"Dhx16","ENSMUSG00000024422",0.277556557090985,0.877426279083302,"ENSMUSG00000024422",0.2,"Up","Up",TRUE
"Dhx29","ENSMUSG00000042426",0.612279322436118,0.712281223624844,"ENSMUSG00000042426",0.5,"Up","Up",TRUE
"Dhx32","ENSMUSG00000030986",0.22248901982926,0.854393583722452,"ENSMUSG00000030986",0.2,"Up","Up",TRUE
"Dhx34","ENSMUSG00000006019",0.538508901234334,0.913562450095515,"ENSMUSG00000006019",0.3,"Up","Up",TRUE
"Dhx35","ENSMUSG00000027655",0.143629821251168,0.980388620275529,"ENSMUSG00000027655",0.1,"Up","Up",TRUE
"Dhx36","ENSMUSG00000027770",0.0768983793159036,0.977789657841989,"ENSMUSG00000027770",0.1,"Up","Up",TRUE
"Dhx37","ENSMUSG00000029480",-0.173739016336265,0.977789657841989,"ENSMUSG00000029480",-0.1,"Down","Down",TRUE
"Dhx38","ENSMUSG00000037993",0.645789998871085,0.461622529176015,"ENSMUSG00000037993",0.6,"Up","Up",TRUE
"Dhx40","ENSMUSG00000018425",0.299586918617673,0.862491512456626,"ENSMUSG00000018425",0.3,"Up","Up",TRUE
"Dhx57","ENSMUSG00000035051",-0.529584932891877,0.807822741615867,"ENSMUSG00000035051",-0.4,"Down","Down",TRUE
"Dhx58","ENSMUSG00000017830",-0.519813496047443,0.916425489906891,"ENSMUSG00000017830",-0.4,"Down","Down",TRUE
"Dhx8","ENSMUSG00000034931",-0.100711602070343,0.975455871348019,"ENSMUSG00000034931",-0.1,"Down","Down",TRUE
"Dhx9","ENSMUSG00000042699",0.111562278667501,0.923879445996434,"ENSMUSG00000042699",0.1,"Up","Up",TRUE
"Diablo","ENSMUSG00000029433",-1.06686474384936,0.729794379263923,"ENSMUSG00000029433",-0.6,"Down","Down",TRUE
"Diaph1","ENSMUSG00000024456",-0.0714957097229202,0.974141042812682,"ENSMUSG00000024456",-0.1,"Down","Down",TRUE
"Diaph2","ENSMUSG00000034480",0.356420711265083,0.685629244689621,"ENSMUSG00000034480",0.3,"Up","Up",TRUE
"Diaph3","ENSMUSG00000022021",1.10947939971858,0.478897690847525,"ENSMUSG00000022021",0.7,"Up","Up",TRUE
"Dicer1","ENSMUSG00000041415",0.189957915352087,0.911286240518973,"ENSMUSG00000041415",0.2,"Up","Up",TRUE
"Dido1","ENSMUSG00000038914",-0.180682029626589,0.862217825235605,"ENSMUSG00000038914",-0.2,"Down","Down",TRUE
"Dimt1","ENSMUSG00000021692",0.490600427578223,0.935318585111389,"ENSMUSG00000021692",0.3,"Up","Up",TRUE
"Dio1","ENSMUSG00000034785",-2.36766445618946,0.00021552026892686,"ENSMUSG00000034785",-2,"Down","Down",TRUE
"Dio2","ENSMUSG00000007682",2.91313155640116,0.544455736267968,"ENSMUSG00000007682",1.6,"Up","Up",TRUE
"Dip2a","ENSMUSG00000020231",-0.329785977744138,0.712281223624844,"ENSMUSG00000020231",-0.3,"Down","Down",TRUE
"Dip2b","ENSMUSG00000023026",0.213294480909342,0.918328052827987,"ENSMUSG00000023026",0.2,"Up","Up",TRUE
"Dip2c","ENSMUSG00000048264",-0.331066090539173,0.919603375733435,"ENSMUSG00000048264",-0.3,"Down","Down",TRUE
"Dipk1a","ENSMUSG00000029270",0.790113147176993,0.712281223624844,"ENSMUSG00000029270",0.5,"Up","Up",TRUE
"Dipk2a","ENSMUSG00000045414",0.06171597630387,0.984533088831823,"ENSMUSG00000045414",0.1,"Up","Up",TRUE
"Dis3","ENSMUSG00000033166",-0.133744087717927,0.980388620275529,"ENSMUSG00000033166",-0.1,"Down","Down",TRUE
"Dis3l","ENSMUSG00000032396",0.352140914639676,0.911541884848868,"ENSMUSG00000032396",0.3,"Up","Up",TRUE
"Dis3l2","ENSMUSG00000053333",0.22308371107929,0.950561976575097,"ENSMUSG00000053333",0.2,"Up","Up",TRUE
"Disp1","ENSMUSG00000030768",-1.19441132268643,0.680379429024152,"ENSMUSG00000030768",-0.6,"Down","Down",TRUE
"Disp2","ENSMUSG00000040035",-0.332333970491923,0.957838904891184,"ENSMUSG00000040035",-0.1,"Down","Down",TRUE
"Dkc1","ENSMUSG00000031403",-0.587368218704526,0.860795803078965,"ENSMUSG00000031403",-0.5,"Down","Down",TRUE
"Dkk3","ENSMUSG00000030772",1.54849710434654,0.375192253301285,"ENSMUSG00000030772",0.9,"Up","Up",TRUE
"Dlat","ENSMUSG00000000168",-0.109505347964138,0.96761228981291,"ENSMUSG00000000168",-0.1,"Down","Down",TRUE
"Dlc1","ENSMUSG00000031523",0.835959795980845,0.503169227111367,"ENSMUSG00000031523",0.6,"Up","Up",TRUE
"Dleu2","ENSMUSG00000097589",-0.403180299721238,0.860146135970841,"ENSMUSG00000097589",-0.3,"Down","Down",TRUE
"Dlg1","ENSMUSG00000022770",-0.197421239223783,0.897037833966602,"ENSMUSG00000022770",-0.2,"Down","Down",TRUE
"Dlg3","ENSMUSG00000000881",0.312836899812294,0.846597033098795,"ENSMUSG00000000881",0.3,"Up","Up",TRUE
"Dlg4","ENSMUSG00000020886",2.02676226586354,0.253416795333909,"ENSMUSG00000020886",1.1,"Up","Up",TRUE
"Dlgap4","ENSMUSG00000061689",0.255428080427338,0.923319877356822,"ENSMUSG00000061689",0.2,"Up","Up",TRUE
"Dlgap5","ENSMUSG00000037544",-0.448769453035158,0.916425489906891,"ENSMUSG00000037544",-0.3,"Down","Down",TRUE
"Dll4","ENSMUSG00000027314",1.51579104094786,0.121131709179511,"ENSMUSG00000027314",1.1,"Up","Up",TRUE
"Dlst","ENSMUSG00000004789",-0.147496320677234,0.911541884848868,"ENSMUSG00000004789",-0.1,"Down","Down",TRUE
"Dmac2","ENSMUSG00000057229",-1.02205747263282,0.493863294947197,"ENSMUSG00000057229",-0.7,"Down","Down",TRUE
"Dmap1","ENSMUSG00000009640",0.281940104922455,0.954733594586031,"ENSMUSG00000009640",0.2,"Up","Up",TRUE
"Dmbt1","ENSMUSG00000047517",-0.0760722004705449,0.96932279430316,"ENSMUSG00000047517",-0.1,"Down","Down",TRUE
"Dmd","ENSMUSG00000045103",-1.21558966492496,0.180850535347419,"ENSMUSG00000045103",-1,"Down","Down",TRUE
"Dmpk","ENSMUSG00000030409",1.32561782155443,0.391954307320749,"ENSMUSG00000030409",0.5,"Up","Up",TRUE
"Dmxl1","ENSMUSG00000037416",-0.100697792955172,0.942673041569402,"ENSMUSG00000037416",-0.1,"Down","Down",TRUE
"Dmxl2","ENSMUSG00000041268",0.601718239630773,0.876267180827427,"ENSMUSG00000041268",0.4,"Up","Up",TRUE
"Dna2","ENSMUSG00000036875",-1.62723048627917,0.711149921877259,"ENSMUSG00000036875",-0.6,"Down","Down",TRUE
"Dnaaf5","ENSMUSG00000025857",0.161889302546845,0.980388620275529,"ENSMUSG00000025857",0.1,"Up","Up",TRUE
"Dnah17","ENSMUSG00000033987",-0.0277188629228545,0.994256175978169,"ENSMUSG00000033987",0.1,"Down","Up",FALSE
"Dnah2","ENSMUSG00000005237",-0.768702198069027,0.852740842631206,"ENSMUSG00000005237",-0.4,"Down","Down",TRUE
"Dnah8","ENSMUSG00000033826",-0.318890349133414,0.91878202174401,"ENSMUSG00000033826",-0.2,"Down","Down",TRUE
"Dnaja1","ENSMUSG00000028410",-0.174796071753485,0.937138867368479,"ENSMUSG00000028410",-0.1,"Down","Down",TRUE
"Dnaja2","ENSMUSG00000031701",0.0857669184071667,0.963880555337843,"ENSMUSG00000031701",0.1,"Up","Up",TRUE
"Dnajb1","ENSMUSG00000005483",0.542645515790546,0.563874035014156,"ENSMUSG00000005483",0.5,"Up","Up",TRUE
"Dnajb11","ENSMUSG00000004460",-0.424187618615255,0.669449423531844,"ENSMUSG00000004460",-0.4,"Down","Down",TRUE
"Dnajb12","ENSMUSG00000020109",-0.298745397460204,0.874775047549529,"ENSMUSG00000020109",-0.3,"Down","Down",TRUE
"Dnajb13","ENSMUSG00000030708",-0.842666791188607,0.763402649481861,"ENSMUSG00000030708",-0.5,"Down","Down",TRUE
"Dnajb14","ENSMUSG00000074212",0.375954474920536,0.684231667974008,"ENSMUSG00000074212",0.3,"Up","Up",TRUE
"Dnajb2","ENSMUSG00000026203",0.395105321505612,0.844470005078971,"ENSMUSG00000026203",0.3,"Up","Up",TRUE
"Dnajb4","ENSMUSG00000028035",-0.426973928986592,0.7853956266934,"ENSMUSG00000028035",-0.3,"Down","Down",TRUE
"Dnajb6","ENSMUSG00000029131",0.437342946118084,0.575233469977137,"ENSMUSG00000029131",0.4,"Up","Up",TRUE
"Dnajb9","ENSMUSG00000014905",-0.102582407581812,0.969461116268164,"ENSMUSG00000014905",-0.1,"Down","Down",TRUE
"Dnajc1","ENSMUSG00000026740",0.184471267522919,0.931746529073203,"ENSMUSG00000026740",0.2,"Up","Up",TRUE
"Dnajc10","ENSMUSG00000027006",-0.0666199115363751,0.980388620275529,"ENSMUSG00000027006",-0.1,"Down","Down",TRUE
"Dnajc11","ENSMUSG00000039768",-0.494481004737938,0.677910205770596,"ENSMUSG00000039768",-0.4,"Down","Down",TRUE
"Dnajc13","ENSMUSG00000032560",-0.090775361003944,0.941023963531467,"ENSMUSG00000032560",-0.1,"Down","Down",TRUE
"Dnajc14","ENSMUSG00000025354",0.251372731557865,0.855350588197168,"ENSMUSG00000025354",0.2,"Up","Up",TRUE
"Dnajc15","ENSMUSG00000022013",-0.363500235065583,0.905838921645924,"ENSMUSG00000022013",-0.3,"Down","Down",TRUE
"Dnajc16","ENSMUSG00000040697",-0.305522839814622,0.859480171671069,"ENSMUSG00000040697",-0.3,"Down","Down",TRUE
"Dnajc18","ENSMUSG00000024350",0.801447387994998,0.836353298637203,"ENSMUSG00000024350",0.4,"Up","Up",TRUE
"Dnajc19","ENSMUSG00000027679",-0.207439894164486,0.947909665227538,"ENSMUSG00000027679",-0.2,"Down","Down",TRUE
"Dnajc2","ENSMUSG00000029014",-0.544403105619689,0.79541633120278,"ENSMUSG00000029014",-0.5,"Down","Down",TRUE
"Dnajc21","ENSMUSG00000044224",0.384958637874067,0.919603375733435,"ENSMUSG00000044224",0.3,"Up","Up",TRUE
"Dnajc22","ENSMUSG00000038009",0.312026571540908,0.873243985558601,"ENSMUSG00000038009",0.3,"Up","Up",TRUE
"Dnajc24","ENSMUSG00000027166",0.220734245543444,0.978902051644981,"ENSMUSG00000027166",0.1,"Up","Up",TRUE
"Dnajc25","ENSMUSG00000070972",0.309753049312162,0.959736272164198,"ENSMUSG00000070972",0.2,"Up","Up",TRUE
"Dnajc3","ENSMUSG00000022136",0.305018612797018,0.723723355874228,"ENSMUSG00000022136",0.3,"Up","Up",TRUE
"Dnajc4","ENSMUSG00000024963",0.759722122206941,0.882663234607154,"ENSMUSG00000024963",0.4,"Up","Up",TRUE
"Dnajc5","ENSMUSG00000000826",0.161084020275373,0.891282268533359,"ENSMUSG00000000826",0.2,"Up","Up",TRUE
"Dnajc7","ENSMUSG00000014195",-0.205317966163136,0.910397500734499,"ENSMUSG00000014195",-0.2,"Down","Down",TRUE
"Dnajc8","ENSMUSG00000054405",-0.697279865467504,0.379836580105849,"ENSMUSG00000054405",-0.6,"Down","Down",TRUE
"Dnajc9","ENSMUSG00000021811",-0.966483855659578,0.777967675759147,"ENSMUSG00000021811",-0.5,"Down","Down",TRUE
"Dnal4","ENSMUSG00000022420",-0.678590397699017,0.941023963531467,"ENSMUSG00000022420",-0.3,"Down","Down",TRUE
"Dnase1l1","ENSMUSG00000019088",0.0724752902046274,0.986029102102247,"ENSMUSG00000019088",0.1,"Up","Up",TRUE
"Dnase2a","ENSMUSG00000003812",0.388941255816517,0.913655309041194,"ENSMUSG00000003812",0.3,"Up","Up",TRUE
"Dnlz","ENSMUSG00000075467",-0.123939732832196,0.980388620275529,"ENSMUSG00000075467",-0.1,"Down","Down",TRUE
"Dnm1l","ENSMUSG00000022789",0.254708888096433,0.807629585795022,"ENSMUSG00000022789",0.2,"Up","Up",TRUE
"Dnm2","ENSMUSG00000033335",-0.229147921350981,0.770661164655431,"ENSMUSG00000033335",-0.2,"Down","Down",TRUE
"Dnm3","ENSMUSG00000040265",0.631834236260203,0.925405426103808,"ENSMUSG00000040265",0.2,"Up","Up",TRUE
"Dnm3os","ENSMUSG00000078190",1.4591813879291,0.525806835008968,"ENSMUSG00000078190",0.7,"Up","Up",TRUE
"Dnmbp","ENSMUSG00000025195",-0.351904184426125,0.703426562191188,"ENSMUSG00000025195",-0.3,"Down","Down",TRUE
"Dnmt1","ENSMUSG00000004099",-0.143218204511674,0.973334272589221,"ENSMUSG00000004099",-0.1,"Down","Down",TRUE
"Dnmt3a","ENSMUSG00000020661",-0.267167752968307,0.882663234607154,"ENSMUSG00000020661",-0.2,"Down","Down",TRUE
"Dnmt3l-ps1","ENSMUSG00000081801",0.504356202016967,0.906073231890288,"ENSMUSG00000081801",0.3,"Up","Up",TRUE
"Dnpep","ENSMUSG00000026209",0.332577250075749,0.859951925752665,"ENSMUSG00000026209",0.3,"Up","Up",TRUE
"Dnttip1","ENSMUSG00000017299",-0.0866243272940126,0.990068065476908,"ENSMUSG00000017299",-0.1,"Down","Down",TRUE
"Dnttip2","ENSMUSG00000039756",0.166468332314416,0.944202243504419,"ENSMUSG00000039756",0.1,"Up","Up",TRUE
"Dock1","ENSMUSG00000058325",-0.258732118920072,0.760485585736457,"ENSMUSG00000058325",-0.2,"Down","Down",TRUE
"Dock11","ENSMUSG00000031093",1.00025016874021,0.22745468558524,"ENSMUSG00000031093",0.8,"Up","Up",TRUE
"Dock2","ENSMUSG00000020143",-0.379131424606821,0.940343913369928,"ENSMUSG00000020143",-0.3,"Down","Down",TRUE
"Dock4","ENSMUSG00000035954",1.53654706740488,0.151307203371691,"ENSMUSG00000035954",1.1,"Up","Up",TRUE
"Dock5","ENSMUSG00000044447",0.479675722911266,0.165103766986836,"ENSMUSG00000044447",0.5,"Up","Up",TRUE
"Dock6","ENSMUSG00000032198",-0.334074991271166,0.809048987973831,"ENSMUSG00000032198",-0.3,"Down","Down",TRUE
"Dock7","ENSMUSG00000028556",0.391650643707919,0.488137829516761,"ENSMUSG00000028556",0.4,"Up","Up",TRUE
"Dock8","ENSMUSG00000052085",-0.196248890443307,0.92445172575939,"ENSMUSG00000052085",-0.2,"Down","Down",TRUE
"Dock9","ENSMUSG00000025558",-0.224180118607484,0.943898283213427,"ENSMUSG00000025558",-0.2,"Down","Down",TRUE
"Dok1","ENSMUSG00000068335",-1.25640939907358,0.774413069001543,"ENSMUSG00000068335",-0.2,"Down","Down",TRUE
"Dok4","ENSMUSG00000040631",0.144797136131068,0.948902707675181,"ENSMUSG00000040631",0.1,"Up","Up",TRUE
"Dolk","ENSMUSG00000075419",0.130690319535195,0.98497262143675,"ENSMUSG00000075419",0.1,"Up","Up",TRUE
"Donson","ENSMUSG00000022960",-0.26098622108098,0.972995273924802,"ENSMUSG00000022960",-0.2,"Down","Down",TRUE
"Dop1a","ENSMUSG00000034973",-0.359024554981364,0.712281223624844,"ENSMUSG00000034973",-0.3,"Down","Down",TRUE
"Dop1b","ENSMUSG00000022946",-0.252663023264461,0.727926835104969,"ENSMUSG00000022946",-0.2,"Down","Down",TRUE
"Dot1l","ENSMUSG00000061589",0.283902123030946,0.816380749924272,"ENSMUSG00000061589",0.3,"Up","Up",TRUE
"Dpagt1","ENSMUSG00000032123",-0.228069873298747,0.949853071923383,"ENSMUSG00000032123",-0.2,"Down","Down",TRUE
"Dpep1","ENSMUSG00000019278",-0.946626698494,0.173266040345426,"ENSMUSG00000019278",-0.8,"Down","Down",TRUE
"Dpf2","ENSMUSG00000024826",-0.304199948794016,0.87640187115631,"ENSMUSG00000024826",-0.2,"Down","Down",TRUE
"Dph1","ENSMUSG00000078789",-0.639834984301592,0.930823676743966,"ENSMUSG00000078789",-0.3,"Down","Down",TRUE
"Dph5","ENSMUSG00000033554",-0.0934601114612826,0.990068065476908,"ENSMUSG00000033554",-0.1,"Down","Down",TRUE
"Dph6","ENSMUSG00000057147",0.535063904776149,0.88851843383969,"ENSMUSG00000057147",0.3,"Up","Up",TRUE
"Dpm1","ENSMUSG00000078919",0.141778495055811,0.980388620275529,"ENSMUSG00000078919",0.1,"Up","Up",TRUE
"Dpm2","ENSMUSG00000026810",0.264641916179731,0.951573402899073,"ENSMUSG00000026810",0.2,"Up","Up",TRUE
"Dpp3","ENSMUSG00000063904",-0.084161725967464,0.965558958325805,"ENSMUSG00000063904",-0.1,"Down","Down",TRUE
"Dpp4","ENSMUSG00000035000",-0.72346505345263,0.74143296663008,"ENSMUSG00000035000",-0.5,"Down","Down",TRUE
"Dpp7","ENSMUSG00000026958",-1.19428986446014,0.837611775214489,"ENSMUSG00000026958",-0.4,"Down","Down",TRUE
